"Date","Day_of_month","Nweek","Month","Num_offices","Num_employees","shift1_trans","shift2_trans","shift1_em","shift2_em","shift_all_em","Max_check","Min_check","Mean_check","Trans_amount","Trans_sum","Trans_mean","Class1","Class2","Class3","Class1.1","Class2.1","Class3.1"
"2013-12-31",31,52,12,2,5,24,6,0,0,5,6,1,2.1,30,6900,230,0.607142857142857,0.25,0.142857142857143,"17","7","4"
"2014-01-01",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0"
"2014-01-02",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0"
"2014-01-03",3,0,1,3,8,30,41,0,2,6,6,1,1.70422535211268,71,13100,184.507042253521,0.768115942028985,0.115942028985507,0.115942028985507,"53","8","8"
"2014-01-04",4,0,1,3,6,18,22,1,0,5,5,1,1.525,40,6800,170,0.842105263157895,0.105263157894737,0.0526315789473684,"32","4","2"
"2014-01-05",5,0,1,3,6,19,31,1,1,4,5,1,1.6,50,8200,164,0.74,0.18,0.08,"37","9","4"
"2014-01-06",6,1,1,3,7,6,55,0,5,2,3,1,1.14754098360656,61,7100,116.393442622951,0.885245901639344,0.114754098360656,0,"54","7","0"
"2014-01-07",7,1,1,3,6,17,25,0,1,5,4,1,1.42857142857143,42,6800,161.904761904762,0.75609756097561,0.24390243902439,0,"31","10","0"
"2014-01-08",8,1,1,3,6,23,27,0,0,6,6,1,1.6,50,8300,166,0.770833333333333,0.1875,0.0416666666666667,"37","9","2"
"2014-01-09",9,1,1,3,8,18,44,0,4,4,5,1,1.58064516129032,62,10900,175.806451612903,0.67741935483871,0.274193548387097,0.0483870967741935,"42","17","3"
"2014-01-10",10,1,1,2,6,22,38,0,1,5,6,1,1.66666666666667,60,11000,183.333333333333,0.758620689655172,0.172413793103448,0.0689655172413793,"44","10","4"
"2014-01-11",11,1,1,3,6,20,24,0,0,6,5,1,1.68181818181818,44,8000,181.818181818182,0.738095238095238,0.19047619047619,0.0714285714285714,"31","8","3"
"2014-01-12",12,1,1,3,6,33,26,0,0,6,5,1,1.40677966101695,59,9000,152.542372881356,0.810344827586207,0.172413793103448,0.0172413793103448,"47","10","1"
"2014-01-13",13,2,1,3,8,22,43,1,1,6,5,1,1.47692307692308,65,10400,160,0.825396825396825,0.111111111111111,0.0634920634920635,"52","7","4"
"2014-01-14",14,2,1,3,7,23,28,0,2,5,4,1,1.49019607843137,51,7700,150.980392156863,0.74,0.26,0,"37","13","0"
"2014-01-15",15,2,1,3,7,20,29,0,1,6,7,1,2.02040816326531,49,11100,226.530612244898,0.688888888888889,0.2,0.111111111111111,"31","9","5"
"2014-01-16",16,2,1,3,8,15,42,0,2,6,5,1,1.73684210526316,57,10600,185.964912280702,0.735849056603774,0.207547169811321,0.0566037735849057,"39","11","3"
"2014-01-17",17,2,1,3,7,25,39,0,2,5,5,1,1.421875,64,9500,148.4375,0.793650793650794,0.158730158730159,0.0476190476190476,"50","10","3"
"2014-01-18",18,2,1,3,8,23,25,0,3,5,7,1,1.79166666666667,48,9300,193.75,0.702127659574468,0.191489361702128,0.106382978723404,"33","9","5"
"2014-01-19",19,2,1,3,7,17,26,1,1,5,7,1,2.02325581395349,43,9600,223.255813953488,0.707317073170732,0.146341463414634,0.146341463414634,"29","6","6"
"2014-01-20",20,3,1,3,7,18,29,0,2,5,6,1,1.53191489361702,47,8200,174.468085106383,0.711111111111111,0.266666666666667,0.0222222222222222,"32","12","1"
"2014-01-21",21,3,1,3,6,20,35,1,2,3,8,1,1.54545454545455,55,9000,163.636363636364,0.777777777777778,0.166666666666667,0.0555555555555556,"42","9","3"
"2014-01-22",22,3,1,3,6,16,22,0,2,4,6,1,1.63157894736842,38,6800,178.947368421053,0.833333333333333,0.0833333333333333,0.0833333333333333,"30","3","3"
"2014-01-23",23,3,1,3,7,19,32,0,3,4,4,1,1.25490196078431,51,6500,127.450980392157,0.86,0.14,0,"43","7","0"
"2014-01-24",24,3,1,3,7,22,22,2,0,5,3,1,1.40909090909091,44,6500,147.727272727273,0.772727272727273,0.227272727272727,0,"34","10","0"
"2014-01-25",25,3,1,3,8,24,45,1,3,4,5,1,1.28985507246377,69,9300,134.782608695652,0.811594202898551,0.159420289855072,0.0289855072463768,"56","11","2"
"2014-01-26",26,3,1,3,7,13,20,0,2,5,5,1,1.84848484848485,33,6600,200,0.606060606060606,0.272727272727273,0.121212121212121,"20","9","4"
"2014-01-27",27,4,1,3,7,15,18,1,1,5,5,1,1.78787878787879,33,6200,187.878787878788,0.741935483870968,0.161290322580645,0.0967741935483871,"23","5","3"
"2014-01-28",28,4,1,3,9,23,28,2,2,5,7,1,1.80392156862745,51,9900,194.117647058824,0.782608695652174,0.152173913043478,0.0652173913043478,"36","7","3"
"2014-01-29",29,4,1,3,8,15,30,1,1,6,6,1,1.53333333333333,45,7200,160,0.822222222222222,0.0888888888888889,0.0888888888888889,"37","4","4"
"2014-01-30",30,4,1,3,7,16,25,0,2,5,6,1,1.73170731707317,41,8500,207.317073170732,0.775,0.125,0.1,"31","5","4"
"2014-01-31",31,4,1,3,7,19,34,0,1,6,6,1,1.83018867924528,53,10300,194.339622641509,0.76,0.14,0.1,"38","7","5"
"2014-02-01",1,4,2,3,6,16,22,2,1,3,6,1,1.92105263157895,38,8000,210.526315789474,0.638888888888889,0.25,0.111111111111111,"23","9","4"
"2014-02-02",2,4,2,3,6,12,35,0,2,4,5,1,1.5531914893617,47,7500,159.574468085106,0.765957446808511,0.148936170212766,0.0851063829787234,"36","7","4"
"2014-02-03",3,5,2,3,8,15,30,0,2,6,5,1,1.71111111111111,45,8400,186.666666666667,0.804878048780488,0.0975609756097561,0.0975609756097561,"33","4","4"
"2014-02-04",4,5,2,3,7,21,36,0,2,5,8,1,1.63157894736842,57,10300,180.701754385965,0.745454545454545,0.2,0.0545454545454545,"41","11","3"
"2014-02-05",5,5,2,3,6,15,35,0,0,6,6,1,1.54,50,7900,158,0.729166666666667,0.25,0.0208333333333333,"35","12","1"
"2014-02-06",6,5,2,3,6,22,32,0,0,6,7,1,1.68518518518519,54,9600,177.777777777778,0.764705882352941,0.176470588235294,0.0588235294117647,"39","9","3"
"2014-02-07",7,5,2,3,6,24,28,0,1,5,7,1,1.86538461538462,52,10000,192.307692307692,0.627450980392157,0.313725490196078,0.0588235294117647,"32","16","3"
"2014-02-08",8,5,2,3,6,18,24,2,0,4,5,1,1.47619047619048,42,6700,159.52380952381,0.85,0.1,0.05,"34","4","2"
"2014-02-09",9,5,2,3,6,6,41,1,2,3,7,1,1.48936170212766,47,7400,157.446808510638,0.829787234042553,0.106382978723404,0.0638297872340425,"39","5","3"
"2014-02-10",10,6,2,3,7,17,37,0,2,5,7,1,1.74074074074074,54,9800,181.481481481481,0.711538461538462,0.211538461538462,0.0769230769230769,"37","11","4"
"2014-02-11",11,6,2,3,7,19,36,0,2,5,6,1,1.6,55,9000,163.636363636364,0.690909090909091,0.236363636363636,0.0727272727272727,"38","13","4"
"2014-02-12",12,6,2,3,5,18,30,0,0,5,7,1,1.64583333333333,48,9000,187.5,0.702127659574468,0.234042553191489,0.0638297872340425,"33","11","3"
"2014-02-13",13,6,2,3,7,20,43,1,1,5,5,1,1.28571428571429,63,8600,136.507936507937,0.841269841269841,0.142857142857143,0.0158730158730159,"53","9","1"
"2014-02-14",14,6,2,3,7,19,37,0,1,6,6,1,1.78571428571429,56,10400,185.714285714286,0.660377358490566,0.283018867924528,0.0566037735849057,"35","15","3"
"2014-02-15",15,6,2,3,8,15,41,0,3,5,10,1,1.82142857142857,56,12000,214.285714285714,0.709090909090909,0.181818181818182,0.109090909090909,"39","10","6"
"2014-02-16",16,6,2,3,7,30,31,1,1,5,6,1,1.49180327868852,61,9900,162.295081967213,0.80327868852459,0.131147540983607,0.0655737704918033,"49","8","4"
"2014-02-17",17,7,2,3,7,21,43,0,1,6,5,1,1.34375,64,9400,146.875,0.8125,0.15625,0.03125,"52","10","2"
"2014-02-18",18,7,2,3,7,23,30,0,2,5,5,1,1.56603773584906,53,8600,162.264150943396,0.735849056603774,0.188679245283019,0.0754716981132075,"39","10","4"
"2014-02-19",19,7,2,3,7,26,30,1,2,4,6,1,1.57142857142857,56,9300,166.071428571429,0.722222222222222,0.240740740740741,0.037037037037037,"39","13","2"
"2014-02-20",20,7,2,3,8,25,29,1,2,5,6,1,1.5,54,8100,150,0.703703703703704,0.277777777777778,0.0185185185185185,"38","15","1"
"2014-02-21",21,7,2,3,6,24,40,0,0,6,6,1,1.5625,64,11300,176.5625,0.833333333333333,0.116666666666667,0.05,"50","7","3"
"2014-02-22",22,7,2,3,7,32,19,0,1,6,5,1,1.37254901960784,51,7600,149.019607843137,0.86,0.08,0.06,"43","4","3"
"2014-02-23",23,7,2,3,7,38,39,1,0,6,5,1,1.5974025974026,77,13300,172.727272727273,0.783783783783784,0.148648648648649,0.0675675675675676,"58","11","5"
"2014-02-24",24,8,2,3,7,29,29,1,1,5,7,1,1.51724137931034,58,9400,162.068965517241,0.714285714285714,0.25,0.0357142857142857,"40","14","2"
"2014-02-25",25,8,2,3,6,21,42,1,1,4,7,1,1.66666666666667,63,10900,173.015873015873,0.766666666666667,0.183333333333333,0.05,"46","11","3"
"2014-02-26",26,8,2,3,7,19,27,1,1,5,6,1,1.67391304347826,46,8500,184.782608695652,0.772727272727273,0.136363636363636,0.0909090909090909,"34","6","4"
"2014-02-27",27,8,2,3,6,27,37,0,1,5,5,1,1.3125,64,8600,134.375,0.84375,0.140625,0.015625,"54","9","1"
"2014-02-28",28,8,2,3,6,23,26,1,1,4,5,1,1.42857142857143,49,7300,148.979591836735,0.729166666666667,0.25,0.0208333333333333,"35","12","1"
"2014-03-01",1,8,3,2,5,21,28,0,1,4,6,1,1.73469387755102,49,8900,181.632653061224,0.693877551020408,0.204081632653061,0.102040816326531,"34","10","5"
"2014-03-02",2,8,3,3,7,22,34,1,2,4,6,1,1.55357142857143,56,8900,158.928571428571,0.777777777777778,0.166666666666667,0.0555555555555556,"42","9","3"
"2014-03-03",3,9,3,3,7,21,30,0,1,6,6,1,1.49019607843137,51,7800,152.941176470588,0.745098039215686,0.235294117647059,0.0196078431372549,"38","12","1"
"2014-03-04",4,9,3,3,6,19,25,0,0,6,6,1,1.70454545454545,44,8700,197.727272727273,0.75609756097561,0.195121951219512,0.0487804878048781,"31","8","2"
"2014-03-05",5,9,3,3,7,26,44,0,1,6,6,1,1.42857142857143,70,10600,151.428571428571,0.814285714285714,0.114285714285714,0.0714285714285714,"57","8","5"
"2014-03-06",6,9,3,3,8,12,28,1,3,4,6,1,1.75,40,7500,187.5,0.7,0.175,0.125,"28","7","5"
"2014-03-07",7,9,3,3,8,21,49,1,2,5,6,1,1.72857142857143,70,13700,195.714285714286,0.712121212121212,0.227272727272727,0.0606060606060606,"47","15","4"
"2014-03-08",8,9,3,3,7,17,35,0,2,5,5,1,1.88461538461538,52,11300,217.307692307692,0.723404255319149,0.170212765957447,0.106382978723404,"34","8","5"
"2014-03-09",9,9,3,3,7,17,23,0,3,4,5,1,1.35,40,5800,145,0.846153846153846,0.128205128205128,0.0256410256410256,"33","5","1"
"2014-03-10",10,10,3,3,10,16,48,0,5,5,6,1,1.609375,64,11700,182.8125,0.737704918032787,0.213114754098361,0.0491803278688525,"45","13","3"
"2014-03-11",11,10,3,3,7,25,44,0,1,6,6,1,1.66666666666667,69,12200,176.811594202899,0.746268656716418,0.17910447761194,0.0746268656716418,"50","12","5"
"2014-03-12",12,10,3,3,7,31,40,0,2,5,6,1,1.33802816901408,71,10200,143.661971830986,0.842857142857143,0.128571428571429,0.0285714285714286,"59","9","2"
"2014-03-13",13,10,3,3,7,19,45,0,2,5,5,1,1.375,64,9600,150,0.80952380952381,0.174603174603175,0.0158730158730159,"51","11","1"
"2014-03-14",14,10,3,3,7,23,38,1,2,4,6,1,1.67213114754098,61,10600,173.770491803279,0.711864406779661,0.220338983050847,0.0677966101694915,"42","13","4"
"2014-03-15",15,10,3,3,8,26,36,1,2,5,6,1,1.48387096774194,62,9900,159.677419354839,0.779661016949153,0.203389830508475,0.0169491525423729,"46","12","1"
"2014-03-16",16,10,3,3,7,23,32,0,1,6,4,1,1.45454545454545,55,8200,149.090909090909,0.769230769230769,0.230769230769231,0,"40","12","0"
"2014-03-17",17,11,3,3,5,23,41,0,0,5,4,1,1.28125,64,8400,131.25,0.873015873015873,0.126984126984127,0,"55","8","0"
"2014-03-18",18,11,3,3,7,24,30,0,1,6,6,1,1.53703703703704,54,8400,155.555555555556,0.773584905660377,0.169811320754717,0.0566037735849057,"41","9","3"
"2014-03-19",19,11,3,3,7,18,46,1,0,6,5,1,1.453125,64,9900,154.6875,0.741935483870968,0.241935483870968,0.0161290322580645,"46","15","1"
"2014-03-20",20,11,3,3,6,22,37,0,1,5,5,1,1.35593220338983,59,8300,140.677966101695,0.810344827586207,0.155172413793103,0.0344827586206897,"47","9","2"
"2014-03-21",21,11,3,3,6,30,38,0,1,5,6,1,1.5,68,10500,154.411764705882,0.764705882352941,0.191176470588235,0.0441176470588235,"52","13","3"
"2014-03-22",22,11,3,3,6,21,26,1,0,5,3,1,1.19148936170213,47,5700,121.276595744681,0.851063829787234,0.148936170212766,0,"40","7","0"
"2014-03-23",23,11,3,2,6,15,38,1,1,4,5,1,1.37735849056604,53,8100,152.830188679245,0.807692307692308,0.173076923076923,0.0192307692307692,"42","9","1"
"2014-03-24",24,12,3,3,6,17,29,1,1,4,8,1,1.54347826086957,46,7500,163.04347826087,0.760869565217391,0.173913043478261,0.0652173913043478,"35","8","3"
"2014-03-25",25,12,3,3,9,20,36,0,2,7,5,1,1.51785714285714,56,8700,155.357142857143,0.690909090909091,0.272727272727273,0.0363636363636364,"38","15","2"
"2014-03-26",26,12,3,3,7,9,38,0,2,5,5,1,1.38297872340426,47,7400,157.446808510638,0.787234042553192,0.170212765957447,0.0425531914893617,"37","8","2"
"2014-03-27",27,12,3,3,6,21,46,0,1,5,6,1,1.52238805970149,67,10600,158.208955223881,0.784615384615385,0.169230769230769,0.0461538461538462,"51","11","3"
"2014-03-28",28,12,3,3,8,17,46,0,1,7,5,1,1.71428571428571,63,11400,180.952380952381,0.728813559322034,0.203389830508475,0.0677966101694915,"43","12","4"
"2014-03-29",29,12,3,3,8,18,30,1,3,4,5,1,1.375,48,7100,147.916666666667,0.826086956521739,0.152173913043478,0.0217391304347826,"38","7","1"
"2014-03-30",30,12,3,2,8,22,27,1,2,5,5,1,1.30612244897959,49,6600,134.69387755102,0.833333333333333,0.145833333333333,0.0208333333333333,"40","7","1"
"2014-03-31",31,13,3,3,7,15,47,1,2,4,7,1,1.30645161290323,62,8200,132.258064516129,0.836065573770492,0.147540983606557,0.0163934426229508,"51","9","1"
"2014-04-01",1,13,4,3,5,23,20,1,0,4,6,1,1.27906976744186,43,5600,130.232558139535,0.906976744186046,0.0465116279069767,0.0465116279069767,"39","2","2"
"2014-04-02",2,13,4,3,9,27,49,1,2,6,6,1,1.56578947368421,76,12400,163.157894736842,0.756756756756757,0.189189189189189,0.0540540540540541,"56","14","4"
"2014-04-03",3,13,4,3,8,19,42,1,3,4,7,1,1.60655737704918,61,10505,172.213114754098,0.793103448275862,0.172413793103448,0.0344827586206897,"46","10","2"
"2014-04-04",4,13,4,3,8,32,26,1,2,5,5,1,1.48275862068966,58,9820,169.310344827586,0.771929824561403,0.157894736842105,0.0701754385964912,"44","9","4"
"2014-04-05",5,13,4,3,6,34,33,0,3,3,4,1,1.17910447761194,67,8300,123.880597014925,0.909090909090909,0.0909090909090909,0,"60","6","0"
"2014-04-06",6,13,4,2,5,22,23,0,1,4,6,1,1.97777777777778,45,9790,217.555555555556,0.659090909090909,0.204545454545455,0.136363636363636,"29","9","6"
"2014-04-07",7,14,4,3,7,22,30,1,2,4,6,1,2,52,11190,215.192307692308,0.68,0.18,0.14,"34","9","7"
"2014-04-08",8,14,4,2,5,21,31,0,1,4,5,1,1.55769230769231,52,8580,165,0.75,0.229166666666667,0.0208333333333333,"36","11","1"
"2014-04-09",9,14,4,2,6,16,43,1,1,4,6,1,1.49152542372881,59,9460,160.338983050847,0.839285714285714,0.107142857142857,0.0535714285714286,"47","6","3"
"2014-04-10",10,14,4,3,6,27,34,0,1,5,5,1,1.47540983606557,61,9400,154.098360655738,0.807017543859649,0.175438596491228,0.0175438596491228,"46","10","1"
"2014-04-11",11,14,4,3,8,24,35,0,2,6,6,1,1.64406779661017,59,10100,171.186440677966,0.727272727272727,0.236363636363636,0.0363636363636364,"40","13","2"
"2014-04-12",12,14,4,3,7,22,24,2,1,4,5,1,1.67391304347826,46,8660,188.260869565217,0.744186046511628,0.186046511627907,0.0697674418604651,"32","8","3"
"2014-04-13",13,14,4,1,3,13,19,0,0,3,5,1,1.96875,32,6500,203.125,0.551724137931034,0.413793103448276,0.0344827586206897,"16","12","1"
"2014-04-14",14,15,4,3,8,39,46,2,1,5,7,1,1.55294117647059,85,15700,184.705882352941,0.777777777777778,0.197530864197531,0.0246913580246914,"63","16","2"
"2014-04-15",15,15,4,3,7,30,45,0,0,7,5,1,1.66666666666667,75,13410,178.8,0.694444444444444,0.25,0.0555555555555556,"50","18","4"
"2014-04-16",16,15,4,3,6,28,35,1,1,4,6,1,1.76190476190476,63,11620,184.444444444444,0.666666666666667,0.25,0.0833333333333333,"40","15","5"
"2014-04-17",17,15,4,3,6,30,44,0,1,5,5,1,1.36486486486486,74,10920,147.567567567568,0.767123287671233,0.219178082191781,0.0136986301369863,"56","16","1"
"2014-04-18",18,15,4,3,6,23,35,1,0,5,8,1,2.13793103448276,58,14330,247.068965517241,0.678571428571429,0.142857142857143,0.178571428571429,"38","8","10"
"2014-04-19",19,15,4,2,5,24,33,0,2,3,11,1,1.78947368421053,57,11700,205.263157894737,0.811320754716981,0.132075471698113,0.0566037735849057,"43","7","3"
"2014-04-20",20,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0"
"2014-04-21",21,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0"
"2014-04-22",22,16,4,3,8,25,48,0,2,6,7,1,1.94520547945205,73,15670,214.657534246575,0.676056338028169,0.211267605633803,0.112676056338028,"48","15","8"
"2014-04-23",23,16,4,3,8,23,34,1,3,4,6,1,1.52631578947368,57,8800,154.385964912281,0.796296296296296,0.166666666666667,0.037037037037037,"43","9","2"
"2014-04-24",24,16,4,3,8,33,60,0,3,5,8,1,1.52688172043011,93,16400,176.344086021505,0.802197802197802,0.153846153846154,0.043956043956044,"73","14","4"
"2014-04-25",25,16,4,3,8,25,44,0,2,6,7,1,1.69565217391304,69,13200,191.304347826087,0.791044776119403,0.119402985074627,0.0895522388059701,"53","8","6"
"2014-04-26",26,16,4,3,8,29,29,3,3,2,8,1,1.75862068965517,58,12800,220.689655172414,0.75,0.142857142857143,0.107142857142857,"42","8","6"
"2014-04-27",27,16,4,2,7,20,26,1,1,5,6,1,1.65217391304348,46,8800,191.304347826087,0.717391304347826,0.195652173913043,0.0869565217391304,"33","9","4"
"2014-04-28",28,17,4,3,7,25,56,0,1,6,8,1,1.50617283950617,81,12680,156.543209876543,0.7625,0.2,0.0375,"61","16","3"
"2014-04-29",29,17,4,3,8,24,51,1,0,7,9,1,1.6,75,15470,206.266666666667,0.756756756756757,0.175675675675676,0.0675675675675676,"56","13","5"
"2014-04-30",30,17,4,3,5,17,24,0,1,4,7,1,1.85365853658537,41,8170,199.268292682927,0.666666666666667,0.282051282051282,0.0512820512820513,"26","11","2"
"2014-05-01",1,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0"
"2014-05-02",2,17,5,3,8,25,46,1,2,5,8,1,1.8169014084507,71,13100,184.507042253521,0.727272727272727,0.196969696969697,0.0757575757575758,"48","13","5"
"2014-05-03",3,17,5,2,6,9,32,1,1,4,7,1,2.19512195121951,41,12200,297.560975609756,0.55,0.3,0.15,"22","12","6"
"2014-05-04",4,17,5,2,6,21,22,1,2,3,5,1,1.67441860465116,43,7600,176.744186046512,0.707317073170732,0.219512195121951,0.0731707317073171,"29","9","3"
"2014-05-05",5,18,5,3,8,12,37,1,3,4,5,1,1.91836734693878,49,11270,230,0.617021276595745,0.276595744680851,0.106382978723404,"29","13","5"
"2014-05-06",6,18,5,3,8,22,56,0,2,6,5,1,1.76923076923077,78,14700,188.461538461538,0.684931506849315,0.26027397260274,0.0547945205479452,"50","19","4"
"2014-05-07",7,18,5,4,9,25,40,1,3,5,7,1,1.81538461538462,65,12600,193.846153846154,0.671875,0.25,0.078125,"43","16","5"
"2014-05-08",8,18,5,3,6,24,26,1,0,5,5,1,1.82,50,9650,193,0.75,0.181818181818182,0.0681818181818182,"33","8","3"
"2014-05-09",9,18,5,3,6,24,39,0,1,5,6,1,1.46031746031746,63,9600,152.380952380952,0.833333333333333,0.133333333333333,0.0333333333333333,"50","8","2"
"2014-05-10",10,18,5,3,7,35,37,1,1,5,8,1,1.47222222222222,72,12360,171.666666666667,0.814285714285714,0.142857142857143,0.0428571428571429,"57","10","3"
"2014-05-11",11,18,5,2,5,21,27,1,1,3,4,1,1.41666666666667,48,7075,147.395833333333,0.822222222222222,0.177777777777778,0,"37","8","0"
"2014-05-12",12,19,5,4,9,26,66,0,3,6,5,1,1.44565217391304,92,14360,156.086956521739,0.811111111111111,0.144444444444444,0.0444444444444444,"73","13","4"
"2014-05-13",13,19,5,4,10,27,60,0,2,8,5,1,1.67816091954023,87,15980,183.67816091954,0.717647058823529,0.223529411764706,0.0588235294117647,"61","19","5"
"2014-05-14",14,19,5,4,11,28,49,3,2,6,5,1,1.42857142857143,77,11600,150.649350649351,0.763157894736842,0.210526315789474,0.0263157894736842,"58","16","2"
"2014-05-15",15,19,5,5,13,42,79,1,2,10,6,1,1.73553719008264,121,22800,188.429752066116,0.734513274336283,0.194690265486726,0.0707964601769911,"83","22","8"
"2014-05-16",16,19,5,5,12,39,72,1,3,8,5,1,1.63963963963964,111,19300,173.873873873874,0.728971962616822,0.196261682242991,0.0747663551401869,"78","21","8"
"2014-05-17",17,19,5,5,11,51,64,0,0,11,5,1,1.65217391304348,115,20600,179.130434782609,0.705357142857143,0.232142857142857,0.0625,"79","26","7"
"2014-05-18",18,19,5,4,12,43,53,0,2,10,6,1,1.46875,96,16671,173.65625,0.774193548387097,0.193548387096774,0.032258064516129,"72","18","3"
"2014-05-19",19,20,5,5,16,45,83,4,2,10,6,1,1.7109375,128,22900,178.90625,0.75,0.175,0.075,"90","21","9"
"2014-05-20",20,20,5,5,11,51,72,0,2,9,7,1,1.80487804878049,123,23000,186.991869918699,0.701754385964912,0.236842105263158,0.0614035087719298,"80","27","7"
"2014-05-21",21,20,5,5,15,55,109,1,4,10,5,1,1.46951219512195,164,25100,153.048780487805,0.745341614906832,0.22360248447205,0.031055900621118,"120","36","5"
"2014-05-22",22,20,5,5,15,57,84,2,5,8,6,1,1.49645390070922,141,22790,161.631205673759,0.776978417266187,0.158273381294964,0.0647482014388489,"108","22","9"
"2014-05-23",23,20,5,5,14,49,76,1,3,10,6,1,1.552,125,20250,162,0.731707317073171,0.219512195121951,0.0487804878048781,"90","27","6"
"2014-05-24",24,20,5,5,12,52,57,2,1,9,6,1,1.55045871559633,109,17700,162.385321100917,0.726415094339623,0.245283018867925,0.0283018867924528,"77","26","3"
"2014-05-25",25,20,5,4,9,45,57,0,2,7,6,1,1.63725490196078,102,17600,172.549019607843,0.739583333333333,0.208333333333333,0.0520833333333333,"71","20","5"
"2014-05-26",26,21,5,5,14,57,92,1,3,10,6,1,1.39597315436242,149,21800,146.308724832215,0.875862068965517,0.0689655172413793,0.0551724137931034,"127","10","8"
"2014-05-27",27,21,5,5,14,36,80,2,2,10,5,1,1.43965517241379,116,17500,150.862068965517,0.787610619469027,0.194690265486726,0.0176991150442478,"89","22","2"
"2014-05-28",28,21,5,5,11,24,83,0,3,8,6,1,1.67289719626168,107,18600,173.831775700935,0.728155339805825,0.203883495145631,0.0679611650485437,"75","21","7"
"2014-05-29",29,21,5,5,14,31,59,1,4,9,5,1,1.65555555555556,90,15200,168.888888888889,0.666666666666667,0.275862068965517,0.0574712643678161,"58","24","5"
"2014-05-30",30,21,5,5,13,42,79,1,3,9,4,1,1.63636363636364,121,19900,164.462809917355,0.706422018348624,0.293577981651376,0,"77","32","0"
"2014-05-31",31,21,5,5,12,49,65,1,1,10,5,1,1.37719298245614,114,16600,145.614035087719,0.771929824561403,0.192982456140351,0.0350877192982456,"88","22","4"
"2014-06-01",1,21,6,4,10,29,41,1,1,8,6,1,1.44285714285714,70,11300,161.428571428571,0.823529411764706,0.132352941176471,0.0441176470588235,"56","9","3"
"2014-06-02",2,22,6,5,12,50,62,0,1,11,11,1,1.74107142857143,112,21500,191.964285714286,0.738317757009346,0.196261682242991,0.0654205607476635,"79","21","7"
"2014-06-03",3,22,6,5,13,39,60,0,2,11,6,1,1.63636363636364,99,16700,168.686868686869,0.724489795918367,0.193877551020408,0.0816326530612245,"71","19","8"
"2014-06-04",4,22,6,5,14,31,76,0,4,10,5,1,1.74766355140187,107,19700,184.11214953271,0.71,0.23,0.06,"71","23","6"
"2014-06-05",5,22,6,5,13,40,54,0,4,9,6,1,1.62765957446809,94,16220,172.553191489362,0.707865168539326,0.258426966292135,0.0337078651685393,"63","23","3"
"2014-06-06",6,22,6,5,10,48,59,1,1,8,5,1,1.71028037383178,107,19900,185.981308411215,0.663461538461538,0.288461538461538,0.0480769230769231,"69","30","5"
"2014-06-07",7,22,6,5,10,40,58,0,3,7,5,1,1.36734693877551,98,14500,147.959183673469,0.822916666666667,0.145833333333333,0.03125,"79","14","3"
"2014-06-08",8,22,6,4,9,36,45,0,2,7,5,1,1.34567901234568,81,11600,143.20987654321,0.844155844155844,0.142857142857143,0.012987012987013,"65","11","1"
"2014-06-09",9,23,6,5,14,46,83,3,2,9,5,1,1.34108527131783,129,19000,147.286821705426,0.811023622047244,0.181102362204724,0.0078740157480315,"103","23","1"
"2014-06-10",10,23,6,5,14,61,86,1,3,10,6,1,1.35374149659864,147,20700,140.816326530612,0.808219178082192,0.171232876712329,0.0205479452054795,"118","25","3"
"2014-06-11",11,23,6,5,11,56,67,1,1,9,6,1,1.53658536585366,123,19380,157.560975609756,0.71900826446281,0.239669421487603,0.0413223140495868,"87","29","5"
"2014-06-12",12,23,6,5,14,54,56,1,2,11,7,1,1.72727272727273,110,22600,205.454545454545,0.784313725490196,0.137254901960784,0.0784313725490196,"80","14","8"
"2014-06-13",13,23,6,5,13,51,107,0,2,11,8,1,1.56962025316456,158,26680,168.860759493671,0.806666666666667,0.146666666666667,0.0466666666666667,"121","22","7"
"2014-06-14",14,23,6,5,12,48,41,1,2,9,7,1,1.61797752808989,89,15300,171.910112359551,0.779069767441861,0.13953488372093,0.0813953488372093,"67","12","7"
"2014-06-15",15,23,6,4,12,32,70,0,5,7,8,1,1.8921568627451,102,24400,239.21568627451,0.715789473684211,0.189473684210526,0.0947368421052632,"68","18","9"
"2014-06-16",16,24,6,5,12,35,72,0,2,10,6,1,1.60747663551402,107,18600,173.831775700935,0.730769230769231,0.211538461538462,0.0576923076923077,"76","22","6"
"2014-06-17",17,24,6,5,13,31,63,1,2,10,6,1,2.03191489361702,94,22300,237.234042553192,0.637362637362637,0.208791208791209,0.153846153846154,"58","19","14"
"2014-06-18",18,24,6,5,13,52,76,0,3,10,7,1,1.625,128,21600,168.75,0.709677419354839,0.241935483870968,0.0483870967741935,"88","30","6"
"2014-06-19",19,24,6,5,13,40,69,1,3,9,6,1,1.74311926605505,109,21000,192.660550458716,0.669811320754717,0.254716981132075,0.0754716981132075,"71","27","8"
